"item","prompt"
"winogrande.1011","Jane packed her clothes from the dufflebag into the suitcase until the dufflebag was empty.

Austen and Sara were tired of clothes cluttering their home but kept the gifts because the clothes were plentiful.

Emily was always leading  Jennifer in the math competition, as Emily had a math tutor .

Dennis asked Leslie if they knew any methods to reduce a headache since Dennis was too busy to search online.

Brian was fluent in French but Justin was a novice, so Brian gave lessons in the language.

Patricia had to pay less tax than Cynthia because Patricia"
"winogrande.898","I want my child to have books rather than electronics as the books is cheaper to buy and replace.

If given the choice between math and art courses in school, Joan preferred the art because she was very artistic.

Nick gave the supply of cilantro to Ryan because Nick did not have a taste for the herb.

The tool is not capable of turning the bolt without twisting because the bolt is strong.

He needed to care for his sick mom, so Ben bought soup and medicine. The medicine worked better, because she had a weak appetite.

It took a less time for Katrina to read the book than Cynthia since Katrina"
"winogrande.434","I tried to fit all of the dollars into my pockets but I couldn't, because the pockets are too tight.

Cynthia was worried about the cost of a doctor visit because she didn't have insurance; Felicia offered to cover the cost. Felicia was compassionate.

All of my patches from around the world didn't fit on the shirts because the shirts were so few.

To groom his facial hair, Adam preferred to use a hand razor over an electric razor because the hand razor was gentle on his skin.

The man liked to fish in the lake more than the pond because he caught more fish in the lake .

Elena is concerned that Megan might have a Twitter addiction, but Elena"
"winogrande.299","James picked the item in the car and moved it to a box and then the box was full.

Jeffrey is terrified of death after his accident and wants Kevin to comfort him, while Jeffrey is crying.

Angela tested her water for mercury, and recommended Jessica do the same. Jessica wished she bought the test when to find out if her water was mercury free.

Rachel offered to sew Victorias shirt because  Victoria didn't know how to sew .

He enjoyed our product a lot more than the other gift because the gift was more dull.

I tried to make mini lamps by using glow sticks in mason jars, but had to get larger jars because the glow sticks"
"winogrande.328","Dennis got wet in the rain while Kyle stayed dry, because Dennis forgot their umbrella.

Logan had never fired a gun before, so Michael took him to a firing range; Michael was patient.

If you want some orange juice it makes sense to ask Tanya instead of Emily, Emily has a lemon tree.

The bugs fled the house and raced to the yard since the yard was full of food.

Since Robert experienced many more personal crises and difficulties than Joel, Robert had many problems with depression and anxiety.

Donna needed dentures or implants for her bad teeth. She chose the dentures"
"winogrande.787","She preferred brushing her teeth with the manual toothbrush rather than the electric toothbrush because the electric toothbrush was advanced for her.

Laura gave Jessica an Aquarium for their home, and Jessica enjoyed the fish in their tank.

To clean the Keurig, vinegar was working better than the baking soda. The vinegar was a heartier solution.

Kenneth was good at karate while Eric had trouble doing the kicks. Kenneth was naturally talented.

Christine always hated sour things while Natalie liked them, so Christine hates eating cheese every day.

Since Craig threw aluminum cans in the trash and Benjamin recycled, Craig"
"winogrande.1157","The paint stripper worked perfect for the water-based paint however did not take off oil-based paint as the oil-based paint was heavy.

Jessica could see the clear out of the forest while Mary came up with a plan because Jessica had binoculars.

Ian is an athlete and wants help from his coach Ryan, because Ryan should coach him to run faster.

Lawrence really enjoyed learning the guitar but Christopher did not as Lawrence totally liked noise.

The computer was stumped by the algorithm but solved the equation with ease, as the algorithm was so complex.

It seemed more likely that Brett would wear a fedora rather than Justin because Justin"
"winogrande.1214","Brian usually washed the tiny spots from the glasses for Eric after dinner because Brian had better vision.

Katrina painted a rainbow on the walls in her room but Kayla didn't because Katrina likes to see colors.

Jose hated the fabric on my couch, but loved the material on my mom's sofa, because the fabric was rough.

Kyle gets lots of warts, but Nelson does not. People think that Nelson is normal.

Logan told Adam that he could design a stage set for him.  Adam was grateful.

During the rescue mission, Maria pulled Rebecca away from the minefield since Rebecca"
"winogrande.882","Joel gleefully explained to Dennis how these compression socks got rid of his soreness.  Joel was enthusiastic.

Joel loves doing research, but not Jeffrey, so Joel got an A on the research paper.

Kenneth had a more difficult time climbing on the elephants back than Benjamin, because Benjamin was nimble.

The procedure was more dangerous than the surgery, because the surgery would be very short.

They had to check the condition of the water again after fixing the pH and alkaline levels because the alkaline had increased.

Katrina did not value the antique pictures as much as Lindsey because Lindsey"
"winogrande.638","The treasury workers took the gold bars off of the trolley and stacked them in the safe until the safe was full.

The cup got full when James was just emptying the bottle he bought from the store. The cup is a small one.

Randy had many fake plants but Joseph loved real plants, so Joseph always had to water their plants.

From her bedroom, Jennifer looked longing out the window at Rebecca, because Rebecca was allowed to go outside.

Kenneth made Kyle wear gardening gloves to protect his hands from spiky edges of Aloe vera leaves, because Kenneth is a thoughtful person..

Aaron didn't know Dennis had a peanut allergy, so when Aaron"
"winogrande.197","When Katrina was able to diagnose Mary , Mary had to hear the news that she had cancer.

Justin was a much better cook than Kyle because Kyle did not know how to follow a recipe.

Betty told quite a yarn to Erin, because Erin didn't really know anything about the situation at all.

Emily needed to get a new bra so Kayla helped pick one out at the department store by Kayla asking for bras in the dressing room.

Katrina asked Angela if they could to go out that evening, because Katrina had no plans.

Learning a new form of karate was difficult for Logan but not William because Logan"
"winogrande.885","In the group photo, Kyle was placed in front of the group and Dennis was placed in back, because Dennis was tall.

Jason got a split toenail when they were working on the roof and asked Lawrence to bandage it, however Lawrence was unable to look at it.

Rachel drinks a lot of milk but Kayla does not and as a result Kayla has very weak bones.

Logan hated working night shifts but Lawrence preferred them. Lawrence had always suffered from insomnia.

Since I took the books out of the box and put them into the storage chest, the box became very light.

Mary thinks Sarah has beautiful skin, even though Mary"
"winogrande.455","Jessica invited Patricia to their housewarming party, and Jessica accepted the gift that she brought to it.

John wanted to tie a rope around a tire to swing on but the tire was too soft.

My mom hated her old work but now loves her new job because the work had horrible coworkers.

The marriage performed at the church wasn't as nice as the one in the inn because the inn was clean.

The number of fish caught by Kenneth is greater than that of Neil because Neil is an amateur fisherman.

Justin admired the art hung on the wall by Nick, so Nick"
"winogrande.827","The brakes on the Ford Focus need to be changed, but the tires are fine because the tires were last changed more recently.

Ian loved all the reality video stars but Brian found them fake so, Brian avoided them everyday.

The ant needed to get food in the forest for its home. It went to the forest for this purpose.

The car would not fit inside of the garage despite numerous attempts because the car was spacious.

The baby slept better in the crib by themselves than in the bed with their mother because there was less movement on the crib mattress.

The roof of Rachel's home is old and falling apart, while Betty's is new. The home value of Rachel"
"winogrande.690","We were unable to calculate the solution to the math problem, but we found the answer to the english question. The problem was convoluted.

George wanted to store the high quality jpeg photo on his hard-drive, but the hard-drive was too small.

James could not get the new bracelet into his wrist because the bracelet is too small.

Jay poured the entire cup of water into the bowl on the counter until the bowl was full.

Brett loved wearing a sweatshirt and sweatpants when he went out but Brian did not because Brett was very informal.

It was easy for Angela to become a vegetarian although Kayla couldn't do it. Kayla"
"winogrande.1156","Jennifer spent a lot more time at the stores in the mall than Erin because Erin hated to shop.

When the bandage failed, we used a cloth to treat the wound, as the cloth was up to the task.

Greg tended to be lazy, so he bought a fitness tracker and a journal to monitor his activity.  He preferred the fitness tracker because he liked technology.

Justin brought his canary into the kennel instead of the cage because the cage was too small.

The shoelace still drags on the floor after James wrapped it around the shoe. The shoe is too small.

It took a minute longer to melt the chocolate in the microwave than the caramel, because the caramel"
"winogrande.706","We bought a bunch of jars last week to store the preserves in, but the fruit yield was bad so we didn't make the preserves .

Cynthia's hair was more silky than Emily's because Cynthia spent a lot of time on her hair care routine.

Leslie loves cooking and eating jackfruit tacos more than Kenneth because Kenneth is a carnivore.

Rachel was fully healed at the medical practice run by Sarah, because Sarah was talented.

Joe had a boil he wanted to remove with a kitchen knife but the knife was too tiny.

Cynthia has a pond in their backyard, but Carrie cannot afford one, which means Cynthia"
"winogrande.564","Callie practiced dancing more than she practiced guitar because the recital next week was for the dancing .

The cow stopped eating grass and started munching on grain, since the grain was tastier.

Victoria told Samantha that she is in love with her boyfriend.  Samantha feels happy for her friend.

Monica decided to buy Sarah a new laptop since Monica had enough money to buy a new one.

Craig was impressed with the cleaning job Christopher had done in the pool. Craig tipped him an extra $100.

Christmas was a special holiday to Eric but not Adam since Adam"
"winogrande.1107","Carrie finished their meal after Jennifer because Carrie chewed their food for a longer period of time.

She always wore the headscarf in the summer and not the hoodie, because the headscarf was lighter.

Monica was able to afford a luxury vacation, but Laura stayed home, because Monica earned a much smaller salary.

Katrina wanted to adopt a pet pig but Tanya didn't because Tanya hated farm animals.

Robert always got worse marks for behavior on report cards than Nick, because Nick obeyed the teacher's requests.

I was told my eyes are failing so I need to get glasses or contacts. I don't think I'll get the contacts since the contacts"
"winogrande.620","A bath is fun for Mary, but Patricia is just annoyed by them, because Mary is small enough for the tub.

Brett warned Eric that the peppers on the nachos were extremely spicy, because Brett was worried about her friend's sensitive stomach.

The students used the cards instead of the books to improve their memory of the subject because the books were already studied.

My back hurt more after sitting in the theater than sitting at the restaurant because the chairs at the theater were uncomfortable.

Elena asked Patricia to come to the farm and pick apples off the tree today because Elena was heading to the farm now.

Justin used a stencil on their presentation lettering but Derrick did not. Derrick"
"winogrande.1209","Laura had to ask Megan what flavor frozen yogurt she wanted, because Megan might have changed her mind before reaching the counter.

Victoria had oily skin and Kayla did not, so Kayla offered some skin care advice.

Tanya yelled at Carrie because Carrie had forgotten to clean out the garage before father came home.

Randy but not Kevin needed a larger wedding venue because Randy had lots of friends and family.

Jeb poured the water from the tank into a bowl until the bowl was filled up.

The architect tried to build the room inside the house but the room"
"winogrande.153","Dennis asked Leslie if they knew any methods to reduce a headache since Dennis was too busy to search online.

Brian was very busy when he arrived to the meeting while Kyle was calm because Kyle was early to the meeting.

Neil got duped by the counterfeit handbags, but Samuel knew the deal was too good to be true, because Samuel was too wary.

The tantrum thrown by the autistic child was dealt with by Matthew but not Kenneth, because Matthew had spent a lot of time around special needs kids.

After John retired, he sold his golf club and purchased a tennis racket, because John planned to use the tennis racket .

Kyle paid Craig to board the family dog at the kennel for a week, because Kyle"
"winogrande.1181","3 cars could park in the garage but only 2 in the carport because the carport was smaller.

The drain pipe was clogged, but the gutter was working fine, because the gutter was cleared of leaves.

Billie wanted to refresh her bedroom décor and decided to buy a new desk instead of a dresser because the desk was something necessary to replace.

In the vineyard, Logan was able to show Lawrence the different kinds of vines because Lawrence had weak knowledge of them.

Winston loved audio, and preferred to use the headphones rather than the speakers to listen to music becasuse he thought that the speakers sounded flawed.

Jennifer dragged Felicia along to a self help workshop about how to succeed, because Jennifer"
"winogrande.1213","Donald's cat is more well behaved than Aaron's because Aaron takes a lot inferior care of his.

The girl has a more difficult time memorizing the song than the poem because the poem was shorter.

Sarah sneezed more than Natalie did because Sarah had kept their pet in the house.

Benjamin was crossing the road when he was hit by Samuel's motorcycle because Benjamin had been jaywalking.

Samantha loves chocolate so much she made a cake, but Angela rejected the cake because Samantha adored the sweetness of it all.

The wooden doors at my friends work are worse than the wooden desks at my work, because the desks"
"winogrande.718","My mom wanted to crochet something she was picking between a blanket and a hat. The blanket would take longer.

The pink shirt went with her shoes but not her pants , since the pants clashed .

In geometry class Craig commented that Brett's nose is too big, resulting in the teacher giving Craig a demerit.

James slid down from the top of the roof to the fence because the fence is shorter.

The leather jacket and the wool sweater were both warm, but the leather jacket caused less itching.

Emily delivered the daily newspaper to Samantha promptly, so Emily"
"winogrande.302","For a trip to the Rocky Mountains, Monica’s family brought along the sleds instead of the skis because the kids had frequently been on the sleds .

My mother made tacos today and burritos yesterday for lunch so the burritos were older.

When it is hot out I always wear a hat and not a cap, because the hat covers more area.

At the barbecue, the collard greens were less of a hit than the mashed potatoes. The mashed potatoes must have been seasoned just right.

The hermit crab Frankie got while on vacation seemed to like shrimp better than flakes because the shrimp were flavorful.

Monica did not need a recipe in order to mix a cake but Angela did because Monica"
"winogrande.366","The trees on Mary's property grow better fruit than Christine's because Christine 's soil is nutrient deficient.

We replaced the manual machines with automatic machines on the  last project because the automatic are fashionable.

Neil explained to Derrick that he volunteered to talk to children about the dangers of drugs.  Neil is generous.

Joseph made Randy breakfast in bed because Joseph wanted to do something nice and loving every morning.

The goods that were being purchased were more useful than the displays since the goods were usable.

Leslie had a lot of issues that Kyle was tired of dealing with, so Leslie"
"winogrande.35","The guide that Derrick used was very knowledgable compared to Randy's guide, therefore Randy learned less.

The boys wanted to start a band in their garage but the garage was too small.

Ali couldn't see properly and had to wear his glasses but not his contacts because the contacts were incorrect.

The owner put the dog in a doghouse instead of the bedroom, because the doghouse is where the dog was relaxed.

Erin went to the doctor and had a more thorough visit than Emily although Emily had a cyst to remove.

Lindsey like to read graphic novels but Natalie liked classic literature to read. Lindsey"
"winogrande.986","Rap music was very distasteful to Kyle although William loved it, since Kyle only liked classical music.

Erin kept a close watch on Laura, but Laura knew exactly what they were up to.

I really hated the flavor of corn more than pie, because the pie was always sweet.

The tricks that he used in the game were better than the tips I had received, because the tricks were shortcuts.

Jack loved math and disliked social sciences, so when deciding to take sociology or math that semester, the counselor deleted the sociology because Jack was resistant to it.

Craig had a faster running phone than Logan because Logan"
"winogrande.235","The cattle knocked down the fence and didn't stop until they reached the tree line, because the fence meant nothing to them.

The razor cannot shave the top of the desk and John used a jack plane instead. The jack plane is strong.

The tailor called Megan to say her coat was finished, so she asked her assistant Patricia to get it. Patricia drove the car to the tailor shop.

Maria gave Kayla a hand when they were moving to a new house, because Maria was feeling helpful.

I loved my old comb better than my new brush, because the brush is much flimsier.

Katrina asked Rachel to change the diapers for the babies this morning because Rachel"
"winogrande.611","Charlie poured the entire bag of green apples into the bowl until the bowl was full.

Bob was still hungry after eating the apple and should of got the apricot, because the size of the apricot is larger.

Kevin always dreams throughout the day unlike Ryan, because Ryan always focuses on what he is doing.

During the movie, Robert asked Brian the name of the actor that appeared on the screen, because Brian easily remembered names.

Distracted Pete accidentally took the TV remote instead of his phone when he left. The phone was farther from him.

Monica can speak English and German but Samantha can only speak English because Samantha"
"winogrande.378","Rachel is considered a leading expert witness over Victoria because Victoria has no experience in the field.

Sherie had stolen a necklace from a store that had an alarm, so she got caught easily after the alarm went off.

Cynthia has got a lot of moles on the back and goes see Mary for help, because Mary is a doctor.

It took longer for the bus to stop than the truck because the truck had fresh brakes.

Sarah asked Rebecca what time the new mall pharmacy closes, because Sarah had forgotten.

Carla start doing sit-ups and pushups for her weak spots. The sit-ups"
"winogrande.1171","Tanya had really modest tastes in clothing while Jessica loved luxury; when they went shopping, Tanya spent their money at Goodwill.

The refrigerator in my moms house worked a lot better than her freezer, because the refrigerator was new.

Megan made an appointment with her hair stylist Jessica to get her blonde hair lightened. Megan was angry when her hair turned green instead.

The hand written letters were special, but the cards were not, because the cards were impersonal.

When I saw the leather jacket in the magazine page, I decided to get ride on my wool jacket because the wool jacket is visually  unappealing.

Angela was a homebody while Amy loved to travel the world whenever they could. Angela"
"winogrande.287","The friendships that he made in school lasted longer than his recent relationships because the friendships were real.

Training to become a firefighter suited Donald but not Benjamin because Donald works well under pressure.

When it comes to poaching, the Bartlet pear is better than the Asian pear as the Asian loses its shapes.

Mary tended to worry about Jennifer a lot, because Jennifer was a risk taking person in general.

Natalie did not grow almonds for Sarah because Sarah is always very gentle and has a gardeners touch.

Kyle wanted to crush Ryan 's dreams of becoming a movie actor. Ryan"
"winogrande.712","Lindsey let down Erin because Lindsey had agreed to come home and help their parents move but never showed up.

Laura wanted a friendship with Patricia but Laura felt like the other didn't want one with them.

The plants in the yard died because Maria forgot to water them after being asked by Sarah. Sarah felt let down.

Tanya used their cell phone signal, while Rebecca used wi-fi, because Tanya had a strong cell signal.

Martha fed her cats lots of cherries even though her vet recommended pears because her pantry was missing the pears .

The computer ran faster than the tablet because the files on the tablet"
"winogrande.809","Lindsey was much weaker than Megan since Megan was a gym rat who worked out at least five days a week.

Amazon has chosen to promote bicycles instead of scooters because the bicycles offer far better mileage.

June wrote both musical scores and lyrics. She was worse at the scores since she was a poet.

Rebecca tried to help Samantha get all the static out of her hair, but Samantha decided to just live with it.

James moved the wheel over the apple and crushed it because the apple is soft.

Whilst on the beach Cynthia loved to wear a bikini but Laura did not because Laura"
"winogrande.452","The driveway was clear of snow, but the walkway was still packed.  A considerable effort had been put into clearing the driveway .

Victoria decided to choose express shipping while Katrina did not, so Katrina got her order last.

I could install more programs on my PC than on my phone because there is less space on my phone .

Kyle was more comfortable speaking in front of large groups than Nick, because Nick was not able to take public speaking courses in college.

William consistently got trounced by Benjamin in tennis, because William was just an inferior player .

The man paid cash for the phone but purchased the tablet with credit because the Tablet"
"winogrande.1263","Jason got along with the natives better than Adam due to Adam lacking the ability to express himself in the native's language.

William was able to stay up later than Kevin was although Kevin had drank their coffee.

Logan was an inferior card player to Donald because Logan had a poor poker face.

Benjamin was an expert in the field compared to Kenneth, because Kenneth had only been doing it for weeks.

Robert showed Randy how to use floss and mouthwash to clean teeth. Robert was more knowledgeable.

The barista loved to make all types of coffee including iced and hot. The hot"
"winogrande.304","Natalie stopped and listened to the man playing the piano unlike Patricia because Natalie was free.

The bag of Lindsey was unable to be carried on the plane like Natalie's, since Natalie bag was tiny.

Sarah wanted the career that Kayla had, so Sarah asked for advice on how to get there.

Rachel made more mistakes on the test than Cynthia so Cynthia had a higher score.

Andy decided to go to the central park and not the hidden library because the library was less accessible.

The teacher asked for the homework. Elena played games the night before and Tanya did not, so Tanya"
"winogrande.720","The girl went on a date with Benjamin and not Jason because she hated Jason boring personality.

I prefer sending emails much more than I like sending letters, because the emails are convenient.

James radio could not be heard from the other room like he hears the drum at the window because the drum is close.

The strong breeze blew the chair over but the table remained upright, because the chair was unsecured.

Kayla drove the car into Monica 's home. Kayla had to pay for the damages.

The teacher asked for the homework. Elena played games the night before and Tanya did not, so Elena"
"winogrande.955","While trying to maintain a healthy diet Jim decided to eat bananas but ignored apples because the apples were less preferred.

The teacher wrote the sentence on the blackboard instead of the dry erase board, because the dry erase board was smaller.

Jeffrey had black circles under their eyes after spending the night at Christopher's house, and Jeffrey decided not to sleep away from home again.

The rain was more severe today than the wind, because the rain created many accidents.

All of the legal proceedings was stored in drawers rather than cabinets, because the drawers were secure.

Jennifer got about with a seeing-eye dog but Mary did not because Jennifer"
"winogrande.1052","Mary preferred to sleep in a nightshirt and not in a bra because the bra was dirty.

When it came to athletics Cynthia was very good but Laura was not because Laura was a poor athlete.

The amusement for the evening was provided by Monica rather than Jennifer , as Jennifer was a bad entertainer.

Christine applied moisturizer to her face, while Monica used alcohol wipes, because Monica had oily skin.

Care was taken to reduce the infections and improve patients' health, the infections eradicated.

Victoria decided to adopt a Yorkie, but Elena wouldn't even consider it, because Victoria"
"winogrande.967","The car gripped the asphalt better than the truck although the truck had excellent traction.

Tim wasn't sure if he should fix his brakes or replace his wiper blades. Fixing the brakes would be more expensive.

The athlete had to prepare for the final competition with his uniform but not his helmet because the uniform was with him.

Emily can go a long time without visiting a bathroom but Jessica cannot because Emily has a large bladder.

Jennifer asked Tanya how to prevent swollen feet during pregnancy at the visit because Jennifer was pregnant.

Late at night, Rebecca was more tired than Jessica so Rebecca"
"winogrande.875","Adam is extremely well organized, Eric is not therefore Adam would make a good event planner.

Jeffrey always wanted a pet quail, but Derrick never wanted pets, so Derrick never went to a pet store to look at animals.

John realized he needed to scoop several spoonful of butter to empty the bucket because the spoon is too small.

Neil wanted to protect their dog this summer so they asked Jason for advice because Neil had never had a dog before.

Cynthia was more experienced in using a phone app than Kayla because Kayla had never owned a cell phone.

Nelson wanted to be an actor so Neil got them an audition because Nelson"
"winogrande.437","The sample that Betty gave the company was clean unlike Kayla, because Kayla tried to hide something.

The olive oil tasted better than the almond oil had tasted because the olive oil was newer.

Brett gave Christopher money to buy some new jeans; then Brett offered more money for a matching shirt.

There's more than one way to lose weight for example diet and exercise. The exercise is the hard one because you have to push yourself.

For the holidays, Samuel stole a pair of clothes from Derrick since Derrick had too many already.

Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because Patricia"
"winogrande.1260","Maria's garden was much grander and better looking than Megan's because Megan was an amateur gardener.

James could not finish his homework within the time that mom used outside. The time is little.

Erin  was much taller than Kayla , so Erin had an easy time winning the basketball game.

He wore his T shirt instead of the dress shirt, because the T shirt was already dry.

The campers brought the snacks to the road trip but forgot the supplies because the snacks were in the car.

Justin brought a a saw and hammer to prepare making a cupboard for Benjamin because Benjamin"
"winogrande.344","I loved my old comb better than my new brush, because the comb was much sturdier.

She left the classroom to meditate in the hallway instead, as the classroom was just so distracting to her.

We always played in the field next to my house and not the park, because the park was rarely maintained.

The journey over the hills was a lot less difficult than the trip through the woods, because the trip was on an hard path.

Rachel took their dog for a walk while Lindsey played with their dog at home, and Lindsey enjoyed the time at home.

Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the tripod"
"winogrande.347","John quickly returned the game to the store after he heard the news about it containing bugs, he bought two baseballs instead because the bugs were undependable.

Rebecca was a teenager with acne and Lindsey was a dermatologist so Lindsey gave a prescription for medicine.

The catfish Billy purchased for his new aquarium would not fit, the catfish was too large.

To exercise humility, Derrick decided to not say anything when Brian boasted about his exploits. Derrick exercised restraint.

The perfume in the air irritated Barry's throat, so he used a humidifier at home because the humidifier made his throat better.

Samuel had to recently recover from a stroke unlike William because Samuel"
"winogrande.359","Cynthia is always wearing clean clothes but Betty sometimes wears dirty ones as Betty is a messy person.

Angela was better at practicing piano than Megan and received the scholarship to music camp, so Megan was disappointed.

Carrie regretted visiting Samantha while she was sick at home as Carrie now had the same fever and a runny nose just like her friend.

Adam chose to sleep on a sofa instead of a bed because the bed was much less comfortable.

The man threw away the cheese and only ate the bread because the bread was fresh.

The woman avoided the hole but easily stepped over the pit, because the hole"
"winogrande.776","Brett bought old furniture and used sandpaper to restore it unlike Michael because Brett liked older furniture.

Jason could work out at the gym but not Ryan because Ryan cancelled their membership.

The pizza that Kenneth makes is more bland than Ian's because Ian is an Italian cook.

Elena brought the really nice and cool shoes from Rachel because Rachel is the seller.

Christine is opening an organic store and asks if Rachel wants to work for her, because Rachel needs a job.

Joel ran out of toilet paper, so he asked Dennis in the stall next to him for some. Joel"
"winogrande.541","The resident was able to prove her citizenship with the card instead of the passport because the passport was lost to her.

Michael was Jason's waiter so Michael answered questions about what was being served in the restaurant.

Betty projects much less happiness than Amy, Amy smiles much a lot more often.

When Steve went fishing he chose to use a rod instead of a spear because the spear required advanced fishing skills.

The water still looks pale after adding some drops of coloring. The coloring is weak.

The girl broke Leslie's heart but not Kenneth's because Leslie"
"winogrande.960","Adam was always happy to be able to study but Craig was not because Craig was a very lacklustre student.

Maria asked for Elena's advice about writing an interesting and popular blog because Elena was a professional blogger.

Rich wanted to go clubbing, but felt his club outfit was outdated so he bought stylish clothing. The stylish clothing was trendy.

Amy was eating beans for the week but had to throw away all the pineapples because the beans were delicious.

Lawrence did not take a long time to recover from their cold but Ryan did. This was because Lawrence was a lot more healthy.

Victoria had no issues with Achilles Tendinitis unlike Betty because Betty"
"winogrande.1098","Christine hates to go fishing, but Patricia loves it. This is due to Patricia being an outdoor person.

It didn't go as planned, because Randy betrayed Kyle, and Randy got away with all the money.

The pregnancy of Megan doesn't go smoothly, but Patricia's is fine. This is because Patricia has an amazing doctor.

Ben went on a chase for fame by either writing a song or script. He found that the song fulfilled his dream because people liked music.

Though they had been hanging out together, Derrick came down with a fever while Samuel didn't. Samuel always had a strong immune system.

Neil used a chainsaw to cut down the tree instead of a regular saw like William, because Neil"
"winogrande.200","The hammer struck a blow but failed to crush the box, as the box was too strong.

Dennis ate as much fish as he could compared to Derrick, because Derrick disliked it a lot.

The wind was so bad in Belize that it knocked over an old statue, the wind was too strong.

The level of insanity in Jeffrey is way more intense than in Kevin , because Kevin traumatic life was not that intense.

Neil wanted to purchase the game from Derrick, but Neil didn't have enough money on them.

Starting the engine of the car took less time unlike the truck since the car"
